date,ward,sub_county,ward_code,lat,lon,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,soil_moisture_0_to_7cm_mean,soil_temperature_0_to_7cm_mean
6/28/2014,,Ugenya,,0.23320325,34.22880125,21.1,0,77,0.37,22
6/29/2014,,Ugenya,,0.23320325,34.22880125,20.7,4.9,80,0.368,22
6/30/2014,,Ugenya,,0.23320325,34.22880125,21,3,80,0.373,22.2
7/1/2014,,Ugenya,,0.23320325,34.22880125,21.1,0.2,76,0.363,22.2
7/2/2014,,Ugenya,,0.23320325,34.22880125,21.2,0.3,75,0.348,22.2
7/3/2014,,Ugenya,,0.23320325,34.22880125,21.4,0.5,77,0.337,22.4
7/4/2014,,Ugenya,,0.23320325,34.22880125,21.6,0.2,74,0.328,22.4
7/5/2014,,Ugenya,,0.23320325,34.22880125,21.5,0,69,0.317,22.3
7/6/2014,,Ugenya,,0.23320325,34.22880125,21.3,0,69,0.306,21.9
7/7/2014,,Ugenya,,0.23320325,34.22880125,20.6,2.2,76,0.301,21.8
7/8/2014,,Ugenya,,0.23320325,34.22880125,20.5,1.5,79,0.307,21.6
7/9/2014,,Ugenya,,0.23320325,34.22880125,20.9,3.5,79,0.316,21.9
7/10/2014,,Ugenya,,0.23320325,34.22880125,20.3,5.4,82,0.341,21.4
7/11/2014,,Ugenya,,0.23320325,34.22880125,20.7,0.3,77,0.338,21.9
7/12/2014,,Ugenya,,0.23320325,34.22880125,20.3,8.8,83,0.345,21.6
7/13/2014,,Ugenya,,0.23320325,34.22880125,20.2,1.8,83,0.355,21.5
7/14/2014,,Ugenya,,0.23320325,34.22880125,21.6,0,71,0.336,22
7/15/2014,,Ugenya,,0.23320325,34.22880125,21.9,0,70,0.316,22.2
7/16/2014,,Ugenya,,0.23320325,34.22880125,21.1,3,79,0.314,22.3
7/17/2014,,Ugenya,,0.23320325,34.22880125,19.9,17,87,0.373,21.6
7/18/2014,,Ugenya,,0.23320325,34.22880125,20.5,7.7,83,0.397,21.8
7/19/2014,,Ugenya,,0.23320325,34.22880125,21.5,0.6,78,0.372,22.3
7/20/2014,,Ugenya,,0.23320325,34.22880125,21.6,4.2,77,0.366,22.5
7/21/2014,,Ugenya,,0.23320325,34.22880125,20.5,13.3,85,0.406,22.2
7/22/2014,,Ugenya,,0.23320325,34.22880125,21,3.8,80,0.392,22.2
7/23/2014,,Ugenya,,0.23320325,34.22880125,21,13.4,81,0.388,22.2
7/24/2014,,Ugenya,,0.23320325,34.22880125,20.6,1.7,81,0.388,21.7
7/25/2014,,Ugenya,,0.23320325,34.22880125,20.8,0,76,0.375,21.7
7/26/2014,,Ugenya,,0.23320325,34.22880125,20.3,10.7,80,0.379,21.6
7/27/2014,,Ugenya,,0.23320325,34.22880125,20.9,4.9,82,0.401,22.3
7/28/2014,,Ugenya,,0.23320325,34.22880125,20.9,7.2,82,0.397,22.2
7/29/2014,,Ugenya,,0.23320325,34.22880125,21.7,0.2,71,0.387,22.5
7/30/2014,,Ugenya,,0.23320325,34.22880125,21.2,1.1,73,0.366,22.4
7/31/2014,,Ugenya,,0.23320325,34.22880125,21.1,0.2,75,0.354,22.1
8/1/2014,,Ugenya,,0.23320325,34.22880125,21,0.4,75,0.342,22.2
8/2/2014,,Ugenya,,0.23320325,34.22880125,21.2,5.2,77,0.349,22.3
8/3/2014,,Ugenya,,0.23320325,34.22880125,20.5,8.6,80,0.394,21.8
8/4/2014,,Ugenya,,0.23320325,34.22880125,20.5,9.4,82,0.388,22
8/5/2014,,Ugenya,,0.23320325,34.22880125,20.8,8.3,78,0.393,22.1
8/6/2014,,Ugenya,,0.23320325,34.22880125,21.1,0.9,79,0.381,22.3
8/7/2014,,Ugenya,,0.23320325,34.22880125,19.4,9.3,86,0.419,20.9
8/8/2014,,Ugenya,,0.23320325,34.22880125,20.7,0.5,76,0.394,21.5
8/9/2014,,Ugenya,,0.23320325,34.22880125,20.6,11.2,80,0.391,22
8/10/2014,,Ugenya,,0.23320325,34.22880125,20.7,4.2,79,0.393,22
8/11/2014,,Ugenya,,0.23320325,34.22880125,20.3,8.9,84,0.401,21.9
8/12/2014,,Ugenya,,0.23320325,34.22880125,20.1,15.2,84,0.404,21.7
8/13/2014,,Ugenya,,0.23320325,34.22880125,19.7,13.2,87,0.411,21.3
8/14/2014,,Ugenya,,0.23320325,34.22880125,20.6,2.5,81,0.401,21.9
8/15/2014,,Ugenya,,0.23320325,34.22880125,20.4,8.4,83,0.406,22
8/16/2014,,Ugenya,,0.23320325,34.22880125,20.6,4.9,79,0.403,22
8/17/2014,,Ugenya,,0.23320325,34.22880125,21.2,1.7,76,0.392,22.3
8/18/2014,,Ugenya,,0.23320325,34.22880125,21.5,3,73,0.379,22.6
8/19/2014,,Ugenya,,0.23320325,34.22880125,20.9,11.2,78,0.391,22.3
8/20/2014,,Ugenya,,0.23320325,34.22880125,21.4,0.6,73,0.383,22.8
8/21/2014,,Ugenya,,0.23320325,34.22880125,21,0.5,77,0.366,22.4
8/22/2014,,Ugenya,,0.23320325,34.22880125,21.4,2.8,75,0.362,22.5
8/23/2014,,Ugenya,,0.23320325,34.22880125,20.5,11.3,82,0.375,21.9
8/24/2014,,Ugenya,,0.23320325,34.22880125,20.7,3.8,84,0.387,22
8/25/2014,,Ugenya,,0.23320325,34.22880125,20.5,6.4,84,0.401,22.1
8/26/2014,,Ugenya,,0.23320325,34.22880125,20.8,5.7,81,0.391,22.4
8/27/2014,,Ugenya,,0.23320325,34.22880125,21.2,6.5,78,0.395,22.5
8/28/2014,,Ugenya,,0.23320325,34.22880125,21.4,5.3,78,0.393,22.7
8/29/2014,,Ugenya,,0.23320325,34.22880125,21.1,9.4,81,0.398,22.6
8/30/2014,,Ugenya,,0.23320325,34.22880125,21.2,0.9,75,0.391,22.1
8/31/2014,,Ugenya,,0.23320325,34.22880125,20.2,14.5,85,0.394,21.6
9/1/2014,,Ugenya,,0.23320325,34.22880125,20.5,2.9,83,0.404,21.9
9/2/2014,,Ugenya,,0.23320325,34.22880125,20.6,8.4,82,0.402,21.9
9/3/2014,,Ugenya,,0.23320325,34.22880125,19.8,2.8,83,0.4,21.2
9/4/2014,,Ugenya,,0.23320325,34.22880125,20.3,4.5,77,0.407,21.2
9/5/2014,,Ugenya,,0.23320325,34.22880125,18.8,35.1,90,0.42,20.3
9/6/2014,,Ugenya,,0.23320325,34.22880125,20.1,4.3,83,0.418,21.3
9/7/2014,,Ugenya,,0.23320325,34.22880125,20.2,7.8,84,0.408,21.8
9/8/2014,,Ugenya,,0.23320325,34.22880125,20.3,9.2,84,0.411,21.9
9/9/2014,,Ugenya,,0.23320325,34.22880125,21.2,0,76,0.394,22.5
9/10/2014,,Ugenya,,0.23320325,34.22880125,21,4.1,79,0.385,22.5
9/11/2014,,Ugenya,,0.23320325,34.22880125,21,3,83,0.407,22.5
9/12/2014,,Ugenya,,0.23320325,34.22880125,21.9,0.9,76,0.385,22.9
9/13/2014,,Ugenya,,0.23320325,34.22880125,22,1,74,0.37,23.3
9/14/2014,,Ugenya,,0.23320325,34.22880125,21.6,7.2,80,0.379,23.1
9/15/2014,,Ugenya,,0.23320325,34.22880125,22,3.1,78,0.388,23.3
9/16/2014,,Ugenya,,0.23320325,34.22880125,21.9,5.1,79,0.378,23.4
9/17/2014,,Ugenya,,0.23320325,34.22880125,21.4,7.6,80,0.391,23
9/18/2014,,Ugenya,,0.23320325,34.22880125,21.3,3.8,82,0.391,22.8
9/19/2014,,Ugenya,,0.23320325,34.22880125,21.2,2.3,83,0.385,22.5
9/20/2014,,Ugenya,,0.23320325,34.22880125,21.2,7,82,0.39,22.7
9/21/2014,,Ugenya,,0.23320325,34.22880125,21.5,2.8,81,0.388,23
9/22/2014,,Ugenya,,0.23320325,34.22880125,22.4,2.5,74,0.375,23.3
9/23/2014,,Ugenya,,0.23320325,34.22880125,21.2,9.5,79,0.385,23.2
9/24/2014,,Ugenya,,0.23320325,34.22880125,21.4,3.4,73,0.39,23
9/25/2014,,Ugenya,,0.23320325,34.22880125,22.2,0.7,62,0.367,23.3
9/26/2014,,Ugenya,,0.23320325,34.22880125,21.6,12,77,0.379,23.3
9/27/2014,,Ugenya,,0.23320325,34.22880125,21,13.2,81,0.401,22.6
9/28/2014,,Ugenya,,0.23320325,34.22880125,21.1,9.7,83,0.399,22.6
9/29/2014,,Ugenya,,0.23320325,34.22880125,21.4,2.7,81,0.393,22.8
9/30/2014,,Ugenya,,0.23320325,34.22880125,21.4,6.7,82,0.399,23
10/1/2014,,Ugenya,,0.23320325,34.22880125,21,13.3,84,0.409,22.8
10/2/2014,,Ugenya,,0.23320325,34.22880125,21.3,12.3,82,0.414,23.2
10/3/2014,,Ugenya,,0.23320325,34.22880125,21.2,13.6,81,0.416,23.1
10/4/2014,,Ugenya,,0.23320325,34.22880125,21,16.4,85,0.421,22.8
10/5/2014,,Ugenya,,0.23320325,34.22880125,21.3,3.5,83,0.417,23.2
10/6/2014,,Ugenya,,0.23320325,34.22880125,21.4,6.6,80,0.415,23.2
10/7/2014,,Ugenya,,0.23320325,34.22880125,21.4,8.8,83,0.416,23.2
10/8/2014,,Ugenya,,0.23320325,34.22880125,21.2,7.1,85,0.416,23.1
10/9/2014,,Ugenya,,0.23320325,34.22880125,21.4,6.5,86,0.41,23.1
10/10/2014,,Ugenya,,0.23320325,34.22880125,22.7,0,75,0.394,23.8
10/11/2014,,Ugenya,,0.23320325,34.22880125,22.7,0.5,76,0.375,24
10/12/2014,,Ugenya,,0.23320325,34.22880125,21.5,19.3,84,0.402,23.4
10/13/2014,,Ugenya,,0.23320325,34.22880125,21.9,8,79,0.408,23.5
10/14/2014,,Ugenya,,0.23320325,34.22880125,21.6,9.2,78,0.41,22.9
10/15/2014,,Ugenya,,0.23320325,34.22880125,21,9.7,84,0.417,22.4
10/16/2014,,Ugenya,,0.23320325,34.22880125,21,6.3,85,0.407,22.6
10/17/2014,,Ugenya,,0.23320325,34.22880125,21.1,11.1,83,0.409,22.9
10/18/2014,,Ugenya,,0.23320325,34.22880125,20.9,8.6,83,0.407,22.9
10/19/2014,,Ugenya,,0.23320325,34.22880125,20.5,11,88,0.414,22.2
10/20/2014,,Ugenya,,0.23320325,34.22880125,20.1,18.5,89,0.419,21.8
10/21/2014,,Ugenya,,0.23320325,34.22880125,19.8,7.8,89,0.423,21.4
10/22/2014,,Ugenya,,0.23320325,34.22880125,20.7,11.1,84,0.411,22.3
10/23/2014,,Ugenya,,0.23320325,34.22880125,20.7,9.4,87,0.413,22.6
10/24/2014,,Ugenya,,0.23320325,34.22880125,21,3.6,82,0.411,22.8
10/25/2014,,Ugenya,,0.23320325,34.22880125,21.2,5.8,85,0.409,22.9
10/26/2014,,Ugenya,,0.23320325,34.22880125,22.1,0.4,80,0.392,23.4
10/27/2014,,Ugenya,,0.23320325,34.22880125,21.7,5.3,83,0.389,23.4
10/28/2014,,Ugenya,,0.23320325,34.22880125,22.5,0.6,74,0.381,23.8
10/29/2014,,Ugenya,,0.23320325,34.22880125,22.5,1,75,0.366,23.8
10/30/2014,,Ugenya,,0.23320325,34.22880125,22.1,9.1,77,0.394,23.5
10/31/2014,,Ugenya,,0.23320325,34.22880125,21.7,5.6,83,0.387,23.4
11/1/2014,,Ugenya,,0.23320325,34.22880125,22.3,0,76,0.375,23.7
11/2/2014,,Ugenya,,0.23320325,34.22880125,21.3,9.4,84,0.389,22.9
11/3/2014,,Ugenya,,0.23320325,34.22880125,20.6,15.9,86,0.414,22.7
11/4/2014,,Ugenya,,0.23320325,34.22880125,22.1,1.4,77,0.401,23.2
11/5/2014,,Ugenya,,0.23320325,34.22880125,22.5,0,75,0.384,23.5
11/6/2014,,Ugenya,,0.23320325,34.22880125,22.5,0,74,0.367,23.6
11/7/2014,,Ugenya,,0.23320325,34.22880125,22.5,3.4,79,0.365,23.7
11/8/2014,,Ugenya,,0.23320325,34.22880125,22.5,1.9,75,0.367,23.8
11/9/2014,,Ugenya,,0.23320325,34.22880125,21.8,7.4,82,0.376,23.6
11/10/2014,,Ugenya,,0.23320325,34.22880125,22.5,5.7,74,0.381,23.7
11/11/2014,,Ugenya,,0.23320325,34.22880125,22.6,0.7,68,0.375,23.5
11/12/2014,,Ugenya,,0.23320325,34.22880125,22.7,1.5,71,0.356,23.9
11/13/2014,,Ugenya,,0.23320325,34.22880125,21.9,5.4,80,0.356,23.5
11/14/2014,,Ugenya,,0.23320325,34.22880125,20.9,3.4,87,0.371,22.6
11/15/2014,,Ugenya,,0.23320325,34.22880125,20.4,4.5,88,0.378,21.9
11/16/2014,,Ugenya,,0.23320325,34.22880125,20.9,5.8,84,0.383,22.4
11/17/2014,,Ugenya,,0.23320325,34.22880125,21.5,2.4,82,0.38,22.8
11/18/2014,,Ugenya,,0.23320325,34.22880125,22.5,0,75,0.364,23.2
11/19/2014,,Ugenya,,0.23320325,34.22880125,21.8,3,76,0.349,23.2
11/20/2014,,Ugenya,,0.23320325,34.22880125,20.5,19.2,87,0.406,22.5
11/21/2014,,Ugenya,,0.23320325,34.22880125,19.6,14.8,88,0.419,21.5
11/22/2014,,Ugenya,,0.23320325,34.22880125,20.9,2.7,82,0.401,22.3
11/23/2014,,Ugenya,,0.23320325,34.22880125,20.4,4.6,86,0.407,22.1
11/24/2014,,Ugenya,,0.23320325,34.22880125,21.3,4.2,81,0.395,22.8
11/25/2014,,Ugenya,,0.23320325,34.22880125,22,2,79,0.385,23.5
11/26/2014,,Ugenya,,0.23320325,34.22880125,21,8.4,86,0.404,22.9
11/27/2014,,Ugenya,,0.23320325,34.22880125,19.8,12.4,90,0.418,21.6
11/28/2014,,Ugenya,,0.23320325,34.22880125,21.1,5,81,0.403,22.5
11/29/2014,,Ugenya,,0.23320325,34.22880125,20.6,12.9,88,0.409,22.3
11/30/2014,,Ugenya,,0.23320325,34.22880125,20.5,11.3,88,0.412,22.2
12/1/2014,,Ugenya,,0.23320325,34.22880125,21,12.4,81,0.409,22.5
12/2/2014,,Ugenya,,0.23320325,34.22880125,21,10.3,85,0.414,22.4
12/3/2014,,Ugenya,,0.23320325,34.22880125,21.1,2.5,83,0.407,22.3
12/4/2014,,Ugenya,,0.23320325,34.22880125,21.6,0,74,0.398,22.4
12/5/2014,,Ugenya,,0.23320325,34.22880125,21.3,0,74,0.375,22.4
12/6/2014,,Ugenya,,0.23320325,34.22880125,21.7,0.1,78,0.361,22.8
12/7/2014,,Ugenya,,0.23320325,34.22880125,21.8,1.7,79,0.356,23.1
12/8/2014,,Ugenya,,0.23320325,34.22880125,22.4,0.7,73,0.356,23.4
12/9/2014,,Ugenya,,0.23320325,34.22880125,21.7,2.5,81,0.368,22.8
12/10/2014,,Ugenya,,0.23320325,34.22880125,21.9,0,78,0.359,23
12/11/2014,,Ugenya,,0.23320325,34.22880125,21.6,0.7,80,0.347,23
12/12/2014,,Ugenya,,0.23320325,34.22880125,22.2,0,74,0.338,23.2
12/13/2014,,Ugenya,,0.23320325,34.22880125,22.4,0,73,0.321,23.4
12/14/2014,,Ugenya,,0.23320325,34.22880125,22.8,0,64,0.306,23.4
12/15/2014,,Ugenya,,0.23320325,34.22880125,22.2,1.9,74,0.301,23.3
12/16/2014,,Ugenya,,0.23320325,34.22880125,22.6,0.7,73,0.302,23.7
12/17/2014,,Ugenya,,0.23320325,34.22880125,22.2,3.1,79,0.304,23.6
12/18/2014,,Ugenya,,0.23320325,34.22880125,21.9,0.4,79,0.308,23.1
12/19/2014,,Ugenya,,0.23320325,34.22880125,22.6,0,73,0.295,23.4
12/20/2014,,Ugenya,,0.23320325,34.22880125,21.6,9.7,84,0.324,23.2
12/21/2014,,Ugenya,,0.23320325,34.22880125,21.5,4.9,83,0.361,22.8
12/22/2014,,Ugenya,,0.23320325,34.22880125,21.2,12.6,83,0.375,22.5
12/23/2014,,Ugenya,,0.23320325,34.22880125,21.4,6.1,83,0.381,22.7
12/24/2014,,Ugenya,,0.23320325,34.22880125,21.3,12.5,80,0.388,22.8
12/25/2014,,Ugenya,,0.23320325,34.22880125,21.4,0.7,75,0.388,22.1
12/26/2014,,Ugenya,,0.23320325,34.22880125,20.9,15.6,87,0.396,22.4
12/27/2014,,Ugenya,,0.23320325,34.22880125,21.4,2.1,81,0.396,22.7
12/28/2014,,Ugenya,,0.23320325,34.22880125,22.3,1,78,0.38,23.5
12/29/2014,,Ugenya,,0.23320325,34.22880125,22.5,1,79,0.365,23.6
12/30/2014,,Ugenya,,0.23320325,34.22880125,22.5,3,79,0.361,23.7
12/31/2014,,Ugenya,,0.23320325,34.22880125,22.3,0.1,78,0.357,23.7
1/1/2015,,Ugenya,,0.23320325,34.22880125,22.5,0,76,0.342,23.7
1/2/2015,,Ugenya,,0.23320325,34.22880125,22.4,0,63,0.326,23.1
1/3/2015,,Ugenya,,0.23320325,34.22880125,22.2,0.2,66,0.31,23
1/4/2015,,Ugenya,,0.23320325,34.22880125,22.5,0,69,0.3,23.5
1/5/2015,,Ugenya,,0.23320325,34.22880125,21.9,0,65,0.288,23
1/6/2015,,Ugenya,,0.23320325,34.22880125,22.2,0,59,0.276,23.2
1/7/2015,,Ugenya,,0.23320325,34.22880125,22.5,0,64,0.264,23.6
1/8/2015,,Ugenya,,0.23320325,34.22880125,22.6,0.5,68,0.256,23.9
1/9/2015,,Ugenya,,0.23320325,34.22880125,22.2,2.4,72,0.259,23.6
1/10/2015,,Ugenya,,0.23320325,34.22880125,22,0.5,70,0.266,23.3
1/11/2015,,Ugenya,,0.23320325,34.22880125,21.6,0,60,0.256,22.7
1/12/2015,,Ugenya,,0.23320325,34.22880125,22.5,0,54,0.243,23.7
1/13/2015,,Ugenya,,0.23320325,34.22880125,21.8,0,68,0.232,23.2
1/14/2015,,Ugenya,,0.23320325,34.22880125,22.7,0,66,0.223,23.7
1/15/2015,,Ugenya,,0.23320325,34.22880125,22.7,0,54,0.213,23.8
1/16/2015,,Ugenya,,0.23320325,34.22880125,23,0,61,0.203,24.3
1/17/2015,,Ugenya,,0.23320325,34.22880125,23.1,0,57,0.195,24.5
1/18/2015,,Ugenya,,0.23320325,34.22880125,23.2,0,59,0.188,24.6
1/19/2015,,Ugenya,,0.23320325,34.22880125,23,0,54,0.181,24.4
1/20/2015,,Ugenya,,0.23320325,34.22880125,23.3,0,54,0.175,24.7
1/21/2015,,Ugenya,,0.23320325,34.22880125,23.4,0,62,0.171,24.8
1/22/2015,,Ugenya,,0.23320325,34.22880125,23.1,1.5,72,0.174,25.1
1/23/2015,,Ugenya,,0.23320325,34.22880125,22.6,0.6,77,0.174,24.9
1/24/2015,,Ugenya,,0.23320325,34.22880125,22.8,0,75,0.173,24.9
1/25/2015,,Ugenya,,0.23320325,34.22880125,22.4,0.1,79,0.175,24.9
1/26/2015,,Ugenya,,0.23320325,34.22880125,23,0,69,0.171,25
1/27/2015,,Ugenya,,0.23320325,34.22880125,22.7,0,67,0.165,24.8
1/28/2015,,Ugenya,,0.23320325,34.22880125,23.7,0,64,0.161,25.3
1/29/2015,,Ugenya,,0.23320325,34.22880125,23.7,0,65,0.157,25.5
1/30/2015,,Ugenya,,0.23320325,34.22880125,23.4,0,66,0.154,25.5
1/31/2015,,Ugenya,,0.23320325,34.22880125,24,0.1,62,0.152,26
2/1/2015,,Ugenya,,0.23320325,34.22880125,24,0,63,0.15,26
2/2/2015,,Ugenya,,0.23320325,34.22880125,24.3,0,60,0.148,26.2
2/3/2015,,Ugenya,,0.23320325,34.22880125,23.7,0.5,62,0.147,25.9
2/4/2015,,Ugenya,,0.23320325,34.22880125,24.5,0,64,0.148,26.3
2/5/2015,,Ugenya,,0.23320325,34.22880125,23.5,2.3,70,0.18,25.8
2/6/2015,,Ugenya,,0.23320325,34.22880125,24.5,0,64,0.174,26.2
2/7/2015,,Ugenya,,0.23320325,34.22880125,24.8,0,60,0.166,26.6
2/8/2015,,Ugenya,,0.23320325,34.22880125,24.7,0,67,0.159,26.8
2/9/2015,,Ugenya,,0.23320325,34.22880125,23.6,0.8,73,0.158,26
2/10/2015,,Ugenya,,0.23320325,34.22880125,23.4,0.9,73,0.16,25.8
2/11/2015,,Ugenya,,0.23320325,34.22880125,23.5,0,69,0.159,26
2/12/2015,,Ugenya,,0.23320325,34.22880125,24.4,0,67,0.157,26.6
2/13/2015,,Ugenya,,0.23320325,34.22880125,24.5,0,65,0.152,26.9
2/14/2015,,Ugenya,,0.23320325,34.22880125,23.9,1,67,0.151,26.5
2/15/2015,,Ugenya,,0.23320325,34.22880125,21.7,14.5,77,0.222,24.1
2/16/2015,,Ugenya,,0.23320325,34.22880125,23.5,0,65,0.274,25.1
2/17/2015,,Ugenya,,0.23320325,34.22880125,23.3,4.6,70,0.26,25.2
2/18/2015,,Ugenya,,0.23320325,34.22880125,22.6,10.8,79,0.326,24.8
2/19/2015,,Ugenya,,0.23320325,34.22880125,23.5,2.5,75,0.312,25.5
2/20/2015,,Ugenya,,0.23320325,34.22880125,23.1,2.3,74,0.295,25.2
2/21/2015,,Ugenya,,0.23320325,34.22880125,23,0.9,79,0.28,25.2
2/22/2015,,Ugenya,,0.23320325,34.22880125,23.4,0.5,77,0.261,25.5
2/23/2015,,Ugenya,,0.23320325,34.22880125,23,1.4,77,0.245,25.3
2/24/2015,,Ugenya,,0.23320325,34.22880125,22.3,10.7,83,0.284,24.5
2/25/2015,,Ugenya,,0.23320325,34.22880125,22.7,2.7,75,0.314,24.6
2/26/2015,,Ugenya,,0.23320325,34.22880125,23.2,0,69,0.291,24.9
2/27/2015,,Ugenya,,0.23320325,34.22880125,22.8,0,73,0.265,24.9
2/28/2015,,Ugenya,,0.23320325,34.22880125,23.2,0,71,0.246,25.1
3/1/2015,,Ugenya,,0.23320325,34.22880125,22,5.6,80,0.267,24.6
3/2/2015,,Ugenya,,0.23320325,34.22880125,23.9,0,68,0.265,25.3
3/3/2015,,Ugenya,,0.23320325,34.22880125,23.9,0.6,70,0.245,25.7
3/4/2015,,Ugenya,,0.23320325,34.22880125,23.3,0,71,0.237,25.4
3/5/2015,,Ugenya,,0.23320325,34.22880125,23.3,0.1,70,0.224,25.1
3/6/2015,,Ugenya,,0.23320325,34.22880125,23.7,0.2,68,0.211,25.5
3/7/2015,,Ugenya,,0.23320325,34.22880125,24,0,67,0.2,25.9
3/8/2015,,Ugenya,,0.23320325,34.22880125,24.5,0,58,0.187,26.2
3/9/2015,,Ugenya,,0.23320325,34.22880125,25.5,0,43,0.175,26.7
3/10/2015,,Ugenya,,0.23320325,34.22880125,25.4,0,39,0.166,26.8
3/11/2015,,Ugenya,,0.23320325,34.22880125,25.5,0,38,0.158,27
3/12/2015,,Ugenya,,0.23320325,34.22880125,24.2,1,62,0.161,26.7
3/13/2015,,Ugenya,,0.23320325,34.22880125,25.2,0,61,0.166,27.1
3/14/2015,,Ugenya,,0.23320325,34.22880125,26,0,50,0.159,27.5
3/15/2015,,Ugenya,,0.23320325,34.22880125,25.9,0.2,44,0.154,27.8
3/16/2015,,Ugenya,,0.23320325,34.22880125,25.7,0,48,0.149,27.8
3/17/2015,,Ugenya,,0.23320325,34.22880125,26.1,0,56,0.147,28.3
3/18/2015,,Ugenya,,0.23320325,34.22880125,26.2,0,59,0.146,28.5
3/19/2015,,Ugenya,,0.23320325,34.22880125,24.9,0.4,66,0.162,27.3
3/20/2015,,Ugenya,,0.23320325,34.22880125,24.7,3,72,0.175,27.3
3/21/2015,,Ugenya,,0.23320325,34.22880125,25.1,0.9,67,0.187,27.5
3/22/2015,,Ugenya,,0.23320325,34.22880125,23.3,5,80,0.205,25.6
3/23/2015,,Ugenya,,0.23320325,34.22880125,22.7,22.1,83,0.301,25.1
3/24/2015,,Ugenya,,0.23320325,34.22880125,21.5,38.5,86,0.405,24.1
3/25/2015,,Ugenya,,0.23320325,34.22880125,21.7,14.3,85,0.406,24.1
3/26/2015,,Ugenya,,0.23320325,34.22880125,22,15,85,0.41,24.2
3/27/2015,,Ugenya,,0.23320325,34.22880125,22.9,3.7,79,0.402,24.6
3/28/2015,,Ugenya,,0.23320325,34.22880125,21.3,27.6,88,0.421,23.7
3/29/2015,,Ugenya,,0.23320325,34.22880125,20.1,28.2,89,0.426,22.4
3/30/2015,,Ugenya,,0.23320325,34.22880125,20,22.6,88,0.42,22.2
3/31/2015,,Ugenya,,0.23320325,34.22880125,20.4,13.3,86,0.416,22.4
4/1/2015,,Ugenya,,0.23320325,34.22880125,20.2,10,89,0.411,21.9
4/2/2015,,Ugenya,,0.23320325,34.22880125,21.3,8.4,84,0.404,22.9
4/3/2015,,Ugenya,,0.23320325,34.22880125,20.5,25.3,91,0.421,22.4
4/4/2015,,Ugenya,,0.23320325,34.22880125,20,18,87,0.415,21.6
4/5/2015,,Ugenya,,0.23320325,34.22880125,21.2,1.3,81,0.394,22.4
4/6/2015,,Ugenya,,0.23320325,34.22880125,21.3,8.6,83,0.391,22.9
4/7/2015,,Ugenya,,0.23320325,34.22880125,21.3,9.8,87,0.398,22.9
4/8/2015,,Ugenya,,0.23320325,34.22880125,21.6,6.9,81,0.402,23.3
4/9/2015,,Ugenya,,0.23320325,34.22880125,21.5,23.3,82,0.407,23.5
4/10/2015,,Ugenya,,0.23320325,34.22880125,21.2,11.7,86,0.418,23.2
4/11/2015,,Ugenya,,0.23320325,34.22880125,21.5,9,85,0.412,23.3
4/12/2015,,Ugenya,,0.23320325,34.22880125,21.9,1,81,0.401,23.5
4/13/2015,,Ugenya,,0.23320325,34.22880125,21.8,3.1,82,0.394,23.6
4/14/2015,,Ugenya,,0.23320325,34.22880125,21.3,9.4,85,0.399,23.2
4/15/2015,,Ugenya,,0.23320325,34.22880125,20.8,7.5,89,0.421,22.6
4/16/2015,,Ugenya,,0.23320325,34.22880125,20.8,16.9,88,0.416,22.5
4/17/2015,,Ugenya,,0.23320325,34.22880125,20.8,16.4,87,0.415,22.5
4/18/2015,,Ugenya,,0.23320325,34.22880125,20.5,9.9,89,0.417,22.3
4/19/2015,,Ugenya,,0.23320325,34.22880125,21,7.2,86,0.419,22.8
4/20/2015,,Ugenya,,0.23320325,34.22880125,21.5,11.2,81,0.41,23.2
4/21/2015,,Ugenya,,0.23320325,34.22880125,20.8,13.4,87,0.411,22.9
4/22/2015,,Ugenya,,0.23320325,34.22880125,20.8,10,87,0.419,23
4/23/2015,,Ugenya,,0.23320325,34.22880125,21.3,7.2,84,0.415,23.1
4/24/2015,,Ugenya,,0.23320325,34.22880125,21.7,5.1,82,0.408,23.3
4/25/2015,,Ugenya,,0.23320325,34.22880125,21.5,8.3,84,0.41,23.2
4/26/2015,,Ugenya,,0.23320325,34.22880125,20.5,15.8,88,0.415,22.6
4/27/2015,,Ugenya,,0.23320325,34.22880125,19.7,18.5,87,0.416,21.5
4/28/2015,,Ugenya,,0.23320325,34.22880125,21.1,10.5,83,0.408,22.5
4/29/2015,,Ugenya,,0.23320325,34.22880125,21.7,3.5,77,0.402,22.8
4/30/2015,,Ugenya,,0.23320325,34.22880125,20.4,13.9,88,0.415,22.2
5/1/2015,,Ugenya,,0.23320325,34.22880125,21.4,5.9,83,0.409,22.7
5/2/2015,,Ugenya,,0.23320325,34.22880125,20.9,15.4,87,0.411,22.7
5/3/2015,,Ugenya,,0.23320325,34.22880125,20.6,11.8,87,0.409,22.6
5/4/2015,,Ugenya,,0.23320325,34.22880125,20.9,6,87,0.417,22.7
5/5/2015,,Ugenya,,0.23320325,34.22880125,21.1,13,85,0.412,22.8
5/6/2015,,Ugenya,,0.23320325,34.22880125,21.2,14.6,86,0.42,23.2
5/7/2015,,Ugenya,,0.23320325,34.22880125,19.3,18.9,90,0.42,21.1
5/8/2015,,Ugenya,,0.23320325,34.22880125,20.1,9.9,85,0.41,21.4
5/9/2015,,Ugenya,,0.23320325,34.22880125,20.5,5.1,86,0.412,22
