pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Soil_Texture,Rainfall_mm,Temperature_C,Market_Price_KES,Farm_Size_ha,Irrigation,Input_Budget_KES,Farmer_Profile,Sub_County,Season,Humidity_pct,market_signal,Recommended_Crop
6.159634,0.115798,9.034938,61.366437,1.639389,Sandy,135.0,22.5,6391.32,1.4928326481654834,1,12852.75887420915,Progressive,Ugenya,long_rains,80.0,fair,Groundnuts
6.071676,0.100186,5.880218,81.728575,1.386291,Loamy,782.9999999999999,21.5,6140.89,0.7425980244883242,0,7627.724036752368,Subsistence,Ugenya,long_rains,85.0,fair,Groundnuts
6.081559,0.086387,10.714812,92.140313,1.406205,Loamy,1179.0,21.3,6245.25,1.7871222144987249,0,11739.08946896096,Mixed,Ugenya,long_rains,86.0,fair,Groundnuts
6.09023,0.137949,7.695737,97.360184,1.368891,Sandy,252.0,21.8,6301.34,1.5535120024669906,1,12596.97110026784,Progressive,Ugenya,long_rains,81.0,fair,Beans
6.263557,0.116129,9.896848,93.136025,1.452457,Loamy,306.0,22.2,6094.22,1.003287648127336,1,10223.518898324812,Mixed,Ugenya,long_rains,81.0,fair,Groundnuts
6.008348,0.107398,5.448487,99.697221,1.03823,Loamy,540.0,22.1,6045.61,0.890201885528579,0,9532.033184553677,Mixed,Ugenya,long_rains,81.0,fair,Groundnuts
5.944752,0.112603,7.093103,114.755841,1.489567,Loamy,1404.0,21.2,6143.63,1.530815605412172,0,10854.774700002688,Mixed,Ugenya,long_rains,87.0,fair,Groundnuts
6.097922,0.111436,10.022476,106.207189,1.31692,Loamy,639.0,21.5,6034.6,0.7740987421413622,0,7192.105311616595,Subsistence,Ugenya,long_rains,84.0,fair,Groundnuts
6.1495,0.097382,7.342031,87.895238,1.532885,Loamy,1827.0,20.8,6185.35,1.4556140538319395,0,9044.548358699683,Mixed,Ugenya,long_rains,87.0,fair,Groundnuts
6.118396,0.083894,7.581358,80.184333,1.581186,Clayey,1278.0,21.0,6303.29,1.367110384394733,0,9456.004521083973,Mixed,Ugenya,long_rains,85.0,fair,Groundnuts
5.939603,0.109627,8.74806,88.269001,1.645747,Sandy,9.0,22.1,6156.56,1.4740918986811595,1,12833.011334546758,Progressive,Ugenya,long_rains,76.0,fair,Groundnuts
5.892884,0.086757,7.58908,75.221463,1.438277,Sandy,216.0,21.9,6018.61,1.9335952042556768,1,14987.312153606512,Progressive,Ugenya,long_rains,80.0,fair,Groundnuts
6.232159,0.096741,10.984643,78.433423,1.558631,Sandy,1071.0,21.8,6062.37,2.167157418673031,0,11523.88303951376,Mixed,Ugenya,long_rains,83.0,fair,Groundnuts
6.154097,0.119105,9.378363,96.977395,1.266267,Loamy,351.0,21.9,6292.28,1.0833104266355928,1,11590.37392480899,Mixed,Ugenya,long_rains,83.0,fair,Groundnuts
6.138146,0.11514,10.34073,91.376492,1.186961,Sandy,1790.9999999999998,21.1,6122.13,2.465245968854976,0,14385.961197646586,Mixed,Ugenya,long_rains,87.0,fair,Groundnuts
6.367935,0.125032,7.602669,87.79952,1.304591,Sandy,1062.0,21.5,6203.46,1.3992371938609631,0,12877.298590721664,Mixed,Ugenya,long_rains,84.0,fair,Groundnuts
6.029242,0.12924,8.971651,103.567499,1.435492,Loamy,900.0,21.2,6016.67,3.9028877211125534,0,22029.298263915178,Commercial,Ugenya,long_rains,85.0,fair,Groundnuts
6.2038,0.070585,10.189009,107.686422,1.691802,Sandy,477.0,21.6,6326.06,1.1567115697063934,0,8812.972040026481,Subsistence,Ugenya,long_rains,82.0,fair,Groundnuts
6.271358,0.12201,9.440915,104.440588,1.658437,Loamy,576.0,21.0,6184.25,0.6784858730404133,0,5619.658665257084,Subsistence,Ugenya,long_rains,86.0,fair,Groundnuts
6.174399,0.109412,7.333924,97.098455,1.281913,Clayey,1755.0,21.0,7368.21,2.419337821508482,0,13092.640760450146,Mixed,Ugenya,long_rains,87.0,good,Groundnuts
6.113657,0.122268,9.530649,90.254421,1.179579,Sandy,1098.0,21.4,6176.43,1.956824243366345,0,11743.554352397492,Mixed,Ugenya,long_rains,86.0,fair,Groundnuts
6.075164,0.088127,10.391324,110.994621,1.486991,Clayey,450.0,21.7,6349.62,2.929594388562951,0,18623.97555292768,Mixed,Ugenya,long_rains,82.0,fair,Groundnuts
6.124161,0.085724,9.779776,90.73719,1.312312,Loamy,630.0,21.6,6255.39,1.8422999801728448,0,11528.179816750358,Mixed,Ugenya,long_rains,84.0,fair,Groundnuts
5.963191,0.106501,7.381413,108.016456,1.271031,Loamy,1260.0,21.5,6007.47,5.295220559074533,0,26659.6737068378,Commercial,Ugenya,long_rains,87.0,fair,Groundnuts
6.178201,0.090626,9.488177,100.636775,1.589755,Loamy,27.0,22.3,6061.06,1.4215932299581122,1,11756.766459812488,Mixed,Ugenya,long_rains,81.0,fair,Groundnuts
6.35592,0.099602,8.682493,92.860969,1.48224,Sandy,747.0000000000001,21.4,6275.9,2.702228951858807,0,15271.327701509204,Mixed,Ugenya,long_rains,86.0,fair,Groundnuts
5.865948,0.092494,9.827495,120.57745,1.604434,Loamy,720.0,21.8,6047.44,1.1933472331254684,0,8665.571594717368,Subsistence,Ugenya,long_rains,84.0,fair,Groundnuts
6.452456,0.075985,5.066746,103.821184,1.692475,Loamy,288.0,22.4,6312.57,2.025312062641476,1,16215.904000207458,Progressive,Ugenya,long_rains,80.0,fair,Groundnuts
5.686673,0.124921,11.135223,77.386244,1.563587,Loamy,153.0,21.7,6107.78,2.231271648719205,1,16363.398680960992,Progressive,Ugenya,long_rains,86.0,fair,Groundnuts
6.096853,0.088294,5.711396,65.866188,1.802374,Sandy,72.0,22.3,6030.19,2.4179804103776283,1,14397.235438164447,Progressive,Ugenya,long_rains,84.0,fair,Groundnuts
6.182805,0.104569,9.736069,105.380424,1.201524,Clayey,198.00000000000003,22.6,6159.26,2.3482956738173297,1,13832.119364903649,Progressive,Ugenya,long_rains,79.0,fair,Groundnuts
5.842066,0.101307,6.553268,100.732028,1.466109,Loamy,819.0,22.1,6142.3,0.3,0,6390.090446853907,Subsistence,Ugenya,long_rains,84.0,fair,Groundnuts
5.99231,0.088766,7.138608,105.930083,1.441821,Loamy,297.0,22.6,6283.25,1.5132926307007568,1,13604.393713405072,Progressive,Ugenya,long_rains,82.0,fair,Groundnuts
5.856125,0.078401,10.873734,109.57985,1.808208,Loamy,711.0,21.7,6292.56,1.1629315637983717,0,7931.934490547646,Subsistence,Ugenya,long_rains,85.0,fair,Groundnuts
6.031455,0.097662,12.070365,76.426444,1.381936,Loamy,819.0,21.7,6093.87,1.2885269651215363,0,9052.66500464457,Mixed,Ugenya,long_rains,84.0,fair,Groundnuts
6.236159,0.086821,7.878118,87.885837,1.645449,Sandy,378.0,22.2,6144.83,1.353409436348464,1,12963.18279559338,Progressive,Ugenya,long_rains,81.0,fair,Groundnuts
6.362016,0.105605,9.005526,76.392408,1.347036,Sandy,108.0,22.7,6235.57,2.607225111208048,1,17677.032625052605,Progressive,Ugenya,long_rains,79.0,fair,Groundnuts
6.026728,0.089197,9.818247,101.852333,1.452272,Loamy,2061.0,22.0,6208.69,1.742535420315782,0,11484.3403121694,Mixed,Ugenya,long_rains,86.0,fair,Groundnuts
6.465685,0.12738,9.875535,99.091439,1.356688,Sandy,1062.0,21.4,6351.54,1.2045281379068191,0,9909.476966645345,Mixed,Ugenya,long_rains,87.0,fair,Groundnuts
5.875592,0.102226,10.852602,99.72113,1.299604,Sandy,1475.9999999999998,20.9,6307.52,0.7308860704345186,0,6937.597344610201,Subsistence,Ugenya,long_rains,88.0,fair,Groundnuts
6.330219,0.085669,7.198075,84.610628,1.40076,Loamy,1017.0,20.8,6058.11,3.480548802795164,0,18300.64185977108,Commercial,Ugenya,long_rains,90.0,fair,Groundnuts
6.095,0.094674,8.641133,88.777681,1.226867,Sandy,1475.9999999999998,20.2,6383.52,1.1200738729817588,0,10153.978489217208,Mixed,Ugenya,long_rains,90.0,fair,Groundnuts
6.035571,0.098289,8.428113,83.453171,1.443535,Sandy,414.0,21.3,6217.33,1.4652599219634217,0,9528.186167806794,Mixed,Ugenya,long_rains,84.0,fair,Groundnuts
6.248146,0.086017,6.183727,88.229759,1.351914,Clayey,1080.0,21.3,6292.11,4.769358550384149,0,23640.26112196797,Commercial,Ugenya,long_rains,89.0,fair,Groundnuts
6.306905,0.103782,8.771844,108.300663,1.763747,Loamy,1287.0,20.8,6218.71,1.13603492038627,0,10981.518156587936,Mixed,Ugenya,long_rains,87.0,fair,Groundnuts
6.401242,0.104397,8.552944,98.793312,1.546526,Sandy,45.0,22.0,5931.73,1.358860935807365,1,10648.810929815176,Mixed,Ugenya,long_rains,78.0,fair,Groundnuts
6.308662,0.105641,10.184828,93.780724,1.143032,Loamy,585.0,21.6,6048.01,1.7695640690676566,0,13604.570488978738,Mixed,Ugenya,long_rains,85.0,fair,Groundnuts
6.118598,0.113582,8.438843,100.227704,1.446964,Loamy,531.0,21.0,5920.32,0.6803879145588976,0,7243.248603994123,Subsistence,Ugenya,long_rains,86.0,fair,Groundnuts
6.274471,0.096996,10.862055,106.34704,1.098784,Sandy,261.0,21.7,6125.62,0.6406093614821258,1,8670.235724347225,Mixed,Ugenya,long_rains,83.0,fair,Groundnuts
6.064468,0.092473,9.370963,77.977605,1.566568,Loamy,702.0,21.4,6149.77,1.2208668448344349,0,9927.023717390415,Mixed,Ugenya,long_rains,83.0,fair,Groundnuts
6.195347,0.088127,10.188331,79.517665,1.165734,Loamy,36.0,22.3,6070.63,1.2430379978139987,1,12201.311521292322,Progressive,Ugenya,long_rains,75.0,fair,Groundnuts
5.921556,0.082638,10.945455,98.919317,1.360975,Loamy,909.0,21.8,6071.24,1.68168729549955,0,12872.567403695191,Mixed,Ugenya,long_rains,82.0,fair,Groundnuts
5.648021,0.104665,4.868323,108.242948,1.638178,Sandy,1782.0,20.8,6136.13,0.9431244309768106,0,7865.854116577559,Subsistence,Ugenya,long_rains,88.0,fair,Groundnuts
6.393702,0.110043,10.228244,98.319207,1.326599,Sandy,279.0,21.4,6081.58,1.965348974788984,1,14762.774310599709,Progressive,Ugenya,long_rains,83.0,fair,Groundnuts
6.270128,0.093961,10.408507,103.075839,1.408952,Loamy,1062.0,21.3,6097.54,0.5109452709655853,0,5783.949640829309,Subsistence,Ugenya,long_rains,82.0,fair,Groundnuts
6.120519,0.13184,11.506239,97.506066,1.414925,Sandy,81.0,21.6,6015.52,1.5120229738788675,1,11667.93167645264,Mixed,Ugenya,long_rains,78.0,fair,Beans
6.474676,0.096124,4.749643,83.653152,1.53123,Loamy,99.0,21.2,6006.82,1.89135155076907,1,14063.282784883057,Progressive,Ugenya,long_rains,78.0,fair,Groundnuts
6.381173,0.118684,10.670081,112.683126,1.525385,Loamy,675.0,21.4,6199.06,1.8603990450635224,0,12869.745710018373,Mixed,Ugenya,long_rains,79.0,fair,Groundnuts
6.114352,0.124144,6.575225,102.028946,1.410403,Loamy,117.0,21.8,6213.25,1.441027247162507,1,10920.05578608552,Mixed,Ugenya,long_rains,76.0,fair,Groundnuts
5.803465,0.102912,9.851372,76.653579,1.411669,Loamy,450.0,21.4,6248.03,1.1125157949281943,0,6929.085029784371,Subsistence,Ugenya,long_rains,82.0,fair,Groundnuts
5.968963,0.123266,11.305604,83.741385,1.331207,Loamy,0.0,20.6,6344.03,1.4193902668092604,1,10707.85402975514,Mixed,Ugenya,long_rains,77.0,fair,Groundnuts
6.206296,0.106708,6.52544,88.264699,1.411898,Sandy,909.0,21.1,6412.5,2.9792119049312182,0,16109.979935937705,Mixed,Ugenya,long_rains,81.0,fair,Groundnuts
5.8566,0.099722,8.999077,100.050811,1.163574,Loamy,387.0,21.3,6967.85,1.1482935071125142,1,12339.205871647937,Progressive,Ugenya,long_rains,80.0,good,Groundnuts
5.872942,0.091768,10.123906,95.638013,1.371282,Sandy,36.0,22.1,7157.96,2.60808851579255,1,15914.691262520624,Progressive,Ugenya,dry,75.0,good,Beans
6.124505,0.116929,12.323075,87.88619,1.428525,Sandy,62.99999999999999,22.6,6074.22,2.833087839713192,1,18467.20041463229,Progressive,Ugenya,dry,74.0,fair,Beans
6.074445,0.088903,7.954534,103.075419,1.593199,Loamy,585.0,22.0,6121.05,0.6359319300112402,0,8204.168514199228,Subsistence,Ugenya,dry,80.0,fair,Beans
6.220053,0.111656,8.034287,94.764923,1.55616,Loamy,900.0,21.6,6405.23,1.467208305228756,0,9410.047780187824,Mixed,Ugenya,dry,84.0,fair,Beans
6.347208,0.108495,8.412501,82.520839,1.442849,Sandy,1224.0,19.9,5967.31,0.9432483248604888,0,9765.74676298743,Mixed,Ugenya,dry,89.0,fair,Beans
6.279716,0.090395,8.809977,114.041389,1.540302,Loamy,108.0,21.3,6255.58,0.7182384915345452,1,9680.425511773296,Mixed,Ugenya,dry,78.0,fair,Beans
5.959983,0.10735,6.576142,92.87138,1.322153,Clayey,819.0,21.3,5938.66,2.367550877361786,0,12953.830822482783,Mixed,Ugenya,dry,84.0,fair,Beans
6.40627,0.082288,11.693802,103.101364,1.671355,Sandy,558.0,21.1,6135.75,2.0059703681999275,0,12124.359003621204,Mixed,Ugenya,dry,81.0,fair,Beans
6.160111,0.096825,10.312862,93.06893,1.316091,Loamy,1215.0,20.4,6003.13,1.7985825660211583,0,10774.68689438272,Mixed,Ugenya,dry,86.0,fair,Beans
6.136132,0.115688,5.94685,84.890929,1.018486,Sandy,144.0,21.0,5965.67,0.8918490391654582,1,9406.630437741584,Mixed,Ugenya,dry,81.0,fair,Beans
6.334783,0.124079,6.877553,78.603092,1.642319,Sandy,333.0,21.1,6319.07,1.7496948770225875,1,13795.15318671544,Progressive,Ugenya,dry,80.0,fair,Beans
5.862609,0.096826,9.545686,95.405784,1.353494,Sandy,999.0,20.9,6013.22,0.7933896169820618,0,6718.881468813182,Subsistence,Ugenya,dry,81.0,fair,Beans
6.36968,0.09554,7.966798,77.863187,1.721905,Loamy,171.0,21.0,6095.78,1.6326038756257446,1,13267.825967171986,Progressive,Ugenya,dry,81.0,fair,Beans
5.998737,0.134324,6.902162,89.651889,1.365934,Sandy,441.00000000000006,21.3,6348.63,1.1118147204866742,0,9050.28829931327,Mixed,Ugenya,dry,79.0,fair,Beans
6.276149,0.125622,8.054102,101.041284,1.282628,Loamy,180.0,20.8,5960.6,2.708544012607927,1,16068.70005344373,Progressive,Ugenya,dry,83.0,fair,Beans
6.160892,0.11313,8.177619,93.348508,1.401164,Sandy,531.0,21.2,6150.33,1.2984413774873245,0,10070.016345621134,Mixed,Ugenya,dry,82.0,fair,Beans
6.144155,0.112724,8.849096,96.713435,1.666642,Loamy,207.0,21.7,6396.34,1.7687019631803935,1,14686.788675758628,Progressive,Ugenya,dry,79.0,fair,Beans
6.210167,0.099019,9.286657,85.324372,1.151873,Sandy,252.0,21.7,6377.16,1.770658254162522,1,13118.677856496008,Progressive,Ugenya,dry,82.0,fair,Beans
5.898008,0.123869,10.926783,88.706738,1.381043,Loamy,1413.0,20.5,6018.84,1.507698327855039,0,11384.93885692612,Mixed,Ugenya,dry,89.0,fair,Beans
6.105014,0.10072,7.88043,95.131845,1.260195,Sandy,90.0,21.2,6193.58,1.656608908307636,1,11699.314390877978,Mixed,Ugenya,dry,81.0,fair,Beans
6.1133,0.112993,11.174754,95.71976,1.466683,Loamy,162.0,20.8,5933.72,1.836691260387996,1,15531.94681724033,Progressive,Ugenya,dry,82.0,fair,Beans
5.838414,0.113779,6.97056,99.423278,1.463934,Sandy,558.0,21.1,6169.06,0.984004415744036,0,9030.856161716823,Mixed,Ugenya,dry,83.0,fair,Beans
6.102393,0.100902,8.175319,92.240492,1.493603,Sandy,126.0,20.6,5956.76,1.933880212269719,1,14939.266074956431,Progressive,Ugenya,dry,84.0,fair,Beans
6.105944,0.111196,6.086541,73.193191,1.407384,Loamy,198.00000000000003,20.8,6153.11,2.457659231001217,1,15500.780623503011,Progressive,Ugenya,dry,80.0,fair,Beans
6.37082,0.103301,10.46275,104.800657,1.626261,Sandy,558.0,20.2,6134.4,1.9282656704783616,0,13118.920075200607,Mixed,Ugenya,dry,83.0,fair,Beans
6.178398,0.082936,11.240948,98.498519,1.206165,Loamy,666.0,20.7,6123.21,1.304513045912258,0,10148.466877476663,Mixed,Ugenya,dry,78.0,fair,Beans
6.206028,0.096136,7.182804,114.019088,1.706833,Sandy,72.0,20.9,6089.17,1.7171893668254063,1,14076.984891001155,Progressive,Ugenya,dry,76.0,fair,Beans
6.37761,0.077067,8.085147,90.847728,1.623322,Sandy,0.0,21.1,6364.62,1.2980254048581703,1,12986.40004422197,Progressive,Ugenya,dry,77.0,fair,Beans
6.129059,0.136003,10.851087,84.672154,1.467456,Loamy,441.00000000000006,20.7,6066.73,1.474406063136867,0,9783.033986927996,Mixed,Ugenya,dry,80.0,fair,Beans
6.03821,0.079652,8.775866,97.99364,1.843297,Sandy,270.0,21.0,6094.71,0.8456942344485525,1,11086.330935142716,Mixed,Ugenya,dry,80.0,fair,Beans
6.14772,0.09442,9.756268,102.677388,1.54253,Clayey,18.0,21.1,6211.78,3.2143794724727224,1,20391.74369601817,Commercial,Ugenya,dry,76.0,fair,Beans
6.084815,0.092427,10.006814,103.919219,1.185092,Sandy,27.0,21.2,5924.24,4.290715574316737,1,22591.502723710222,Commercial,Ugenya,dry,75.0,fair,Beans
6.03633,0.119464,9.860339,86.105698,1.432003,Sandy,45.0,21.4,6023.57,1.087581021381518,1,12530.586861742522,Progressive,Ugenya,dry,77.0,fair,Beans
6.175607,0.091695,7.553615,106.234732,1.347962,Sandy,18.0,21.6,6198.1,2.360347583008036,1,15262.79084133728,Progressive,Ugenya,dry,74.0,fair,Beans
6.15666,0.120269,8.314565,90.889029,1.481298,Sandy,0.0,21.5,6150.37,3.3470904886540302,1,20290.48666041387,Commercial,Ugenya,dry,69.0,fair,Beans
6.003169,0.087856,10.10527,106.934696,1.317453,Loamy,0.0,21.3,6228.26,0.9531661218138484,1,10287.962334544212,Mixed,Ugenya,dry,69.0,fair,Beans
6.531252,0.126885,6.420357,90.800685,1.622309,Loamy,198.00000000000003,20.6,6305.75,0.5104895963979076,1,6988.31359645638,Mixed,Ugenya,dry,76.0,fair,Beans
6.178667,0.11156,8.61826,77.21459,1.40783,Loamy,135.0,20.5,6200.4,3.451247137115674,1,21526.65037037168,Commercial,Ugenya,dry,79.0,fair,Beans
6.165904,0.089591,10.634167,106.70573,1.671511,Sandy,315.0,20.9,6299.78,1.5599147859931397,1,12019.781533477397,Progressive,Ugenya,dry,79.0,fair,Beans
6.228565,0.098318,11.159493,82.429111,1.225016,Sandy,486.00000000000006,20.3,6211.05,1.1970555581538422,0,7691.843476779886,Subsistence,Ugenya,dry,82.0,fair,Beans
6.58335,0.086526,7.004397,75.139802,1.275864,Clayey,27.0,20.7,6411.23,1.6073976258807687,1,11762.389291899535,Mixed,Ugenya,dry,77.0,fair,Beans
5.952536,0.096858,10.810339,97.104224,1.327727,Loamy,792.0000000000001,20.3,6388.33,1.2944408543990018,0,7455.520124999079,Mixed,Ugenya,dry,83.0,fair,Beans
5.774512,0.09438,11.471427,82.488035,1.397988,Loamy,162.0,20.2,6389.25,7.3076227334537345,1,30000.0,Commercial,Ugenya,dry,83.0,fair,Groundnuts
6.267287,0.082841,8.28891,85.956248,1.341244,Clayey,0.0,21.6,5980.54,1.1900937473030215,1,12181.353753476316,Progressive,Ugenya,dry,71.0,fair,Beans
6.352442,0.098334,10.558836,102.368434,1.596584,Clayey,0.0,21.9,6225.35,1.859316997048102,1,11966.135755819609,Mixed,Ugenya,dry,70.0,fair,Beans
5.990912,0.083197,9.603317,98.630396,1.516821,Sandy,270.0,21.1,5923.31,3.0708913431302296,1,19305.0308427044,Commercial,Ugenya,dry,79.0,fair,Beans
5.999319,0.115174,10.056628,102.965642,1.282149,Loamy,1530.0,19.9,6402.01,3.063206190471932,0,16361.73501205181,Mixed,Ugenya,dry,87.0,fair,Beans
5.970995,0.111403,11.895462,95.999922,1.319039,Sandy,693.0,20.5,6299.65,2.7729553961007865,0,17138.620200772435,Mixed,Ugenya,dry,83.0,fair,Beans
6.414051,0.125854,7.510255,105.296812,1.429178,Sandy,54.0,21.5,6079.86,1.2569002934993114,1,11249.207459405075,Mixed,Ugenya,dry,78.0,fair,Beans
6.24702,0.107229,8.402703,88.836454,1.495712,Loamy,378.0,21.6,6146.83,1.4490507776080528,1,10636.383928498291,Mixed,Ugenya,dry,77.0,fair,Beans
6.478027,0.128135,8.67565,80.999755,1.313822,Clayey,1197.0,20.5,6109.08,0.5062515411151746,0,7023.272545805145,Subsistence,Ugenya,dry,85.0,fair,Beans
6.044219,0.082313,8.812407,90.88586,1.535917,Sandy,342.0,21.0,6013.13,1.508721152460396,1,11872.186324212737,Mixed,Ugenya,dry,80.0,fair,Beans
6.232822,0.098365,7.088226,102.923134,1.480955,Loamy,1206.0,21.0,6091.64,1.5952963042681318,0,11698.879274979536,Mixed,Ugenya,dry,81.0,fair,Beans
6.293856,0.113359,8.4352,90.430191,1.215378,Clayey,153.0,20.6,5987.61,2.306418909181923,1,16070.886803389843,Progressive,Ugenya,dry,81.0,fair,Beans
6.172858,0.094224,10.223872,116.136769,1.604163,Loamy,0.0,20.8,6391.04,3.9894502072884257,1,21482.65958511745,Commercial,Ugenya,dry,76.0,fair,Beans
5.958998,0.116035,10.779791,78.40882,1.542147,Clayey,963.0,20.3,6222.62,2.2702296979080048,0,13573.145337796012,Mixed,Ugenya,dry,80.0,fair,Beans
6.497701,0.078658,7.87504,104.362271,1.493485,Loamy,441.00000000000006,20.9,5992.64,2.73665256055436,0,15002.801532829038,Mixed,Ugenya,dry,82.0,fair,Beans
6.332763,0.08677,8.912146,95.129088,1.519704,Loamy,648.0,20.9,6395.81,1.5541327290026987,0,10410.56314049206,Mixed,Ugenya,dry,82.0,fair,Beans
6.258176,0.094265,11.049576,96.349876,1.297695,Loamy,18.0,21.7,6097.14,3.058225155304463,1,18672.066259603173,Commercial,Ugenya,dry,71.0,fair,Beans
6.21708,0.112289,7.325001,77.021353,1.611408,Loamy,99.0,21.2,6347.18,1.577417176403389,1,10705.476190578527,Mixed,Ugenya,dry,73.0,fair,Beans
6.464112,0.130579,9.155532,97.283438,1.574337,Sandy,18.0,21.1,6040.29,2.8380444000324743,1,18270.29068585876,Progressive,Ugenya,dry,75.0,fair,Beans
6.104289,0.094903,8.314696,92.556534,1.295155,Sandy,36.0,21.0,6399.56,2.382951384725654,1,15603.802795046926,Progressive,Ugenya,dry,75.0,fair,Beans
6.316167,0.091748,7.022103,74.733118,1.8002,Loamy,468.0,21.2,6136.42,1.923636457983624,0,10739.998218363276,Mixed,Ugenya,dry,77.0,fair,Beans
6.13582,0.094022,10.017146,96.160337,1.569287,Loamy,774.0,20.5,6250.38,0.7038576883627725,0,5752.373160340885,Subsistence,Ugenya,dry,80.0,fair,Beans
5.679627,0.101444,6.966712,96.198797,1.243767,Sandy,846.0,20.5,6355.49,2.769150072651992,0,13736.402834101218,Mixed,Ugenya,dry,82.0,fair,Groundnuts
5.955312,0.097069,8.948161,87.529635,1.382251,Loamy,747.0000000000001,20.8,6080.39,1.9090973309179693,0,14549.35376881246,Mixed,Ugenya,dry,78.0,fair,Beans
6.101689,0.110475,8.572299,97.083327,1.541778,Loamy,81.0,21.1,6234.52,2.2599416766875065,1,15442.72855466077,Progressive,Ugenya,dry,79.0,fair,Beans
6.107542,0.115333,6.77066,76.864578,1.444471,Loamy,837.0000000000001,19.4,6260.03,1.8460375711336672,0,12389.09020065342,Mixed,Ugenya,dry,86.0,fair,Beans
5.912827,0.113827,8.857931,113.587991,1.677688,Clayey,45.0,20.7,6070.75,2.019164336260972,1,16198.49246262904,Progressive,Ugenya,dry,76.0,fair,Beans
6.068324,0.116982,9.592002,79.907723,1.274773,Loamy,1008.0,20.6,6287.72,3.0843473303549813,0,20421.402082023567,Commercial,Ugenya,dry,80.0,fair,Beans
6.162965,0.118663,7.936607,99.547691,1.34732,Loamy,378.0,20.7,6389.87,1.2257584060893725,1,10286.221318552312,Mixed,Ugenya,dry,79.0,fair,Beans
6.415075,0.10917,10.33428,103.460282,1.401815,Loamy,801.0,20.3,6103.83,2.000049748534828,0,11964.813231065982,Mixed,Ugenya,dry,84.0,fair,Beans
5.999989,0.104528,11.888739,76.40029,1.502666,Sandy,1368.0,20.1,6059.27,1.0467957065730924,0,7379.368328972408,Subsistence,Ugenya,dry,84.0,fair,Beans
5.999871,0.089266,8.11865,97.770624,1.383207,Sandy,1188.0,19.7,5984.64,2.11673259284711,0,12899.113556124568,Mixed,Ugenya,dry,87.0,fair,Beans
5.937554,0.113305,9.256295,98.248273,1.446578,Loamy,225.0,20.6,6016.46,1.7872342406561812,1,11327.222924955708,Mixed,Ugenya,dry,81.0,fair,Beans
6.247131,0.099705,9.397209,112.819451,1.542133,Sandy,756.0,20.4,6375.76,1.1296369037163847,0,10504.56824953229,Mixed,Ugenya,dry,83.0,fair,Beans
6.332104,0.100098,7.495807,102.696333,1.437549,Sandy,441.00000000000006,20.6,6120.42,1.6465879672893748,0,11707.68687387628,Mixed,Ugenya,dry,79.0,fair,Beans
6.396572,0.11433,9.284771,103.077333,1.283767,Sandy,153.0,21.2,6306.33,1.1668072292424865,1,10644.303215140511,Mixed,Ugenya,dry,76.0,fair,Beans
6.194245,0.097738,10.168959,94.150351,1.188791,Sandy,270.0,21.5,6113.43,1.2884494471690664,1,9649.820358917554,Mixed,Ugenya,dry,73.0,fair,Beans
6.230612,0.098729,8.487803,81.013173,1.218808,Sandy,1008.0,20.9,7110.37,1.8860781203916777,0,13841.235685383775,Mixed,Ugenya,dry,78.0,good,Beans
6.035801,0.086215,9.538513,90.850961,1.347595,Loamy,54.0,21.4,6139.34,1.8032081914152327,1,13036.672296800603,Progressive,Ugenya,dry,73.0,fair,Beans
5.843253,0.095466,8.618914,84.41678,1.288374,Sandy,45.0,21.0,6292.58,0.5777299698464448,1,10504.387888214633,Mixed,Ugenya,dry,77.0,fair,Beans
5.991661,0.101666,12.206882,102.155708,1.489149,Loamy,252.0,21.4,6349.29,1.9015211465156527,1,13620.89187931304,Progressive,Ugenya,dry,75.0,fair,Beans
6.283487,0.116054,9.289866,105.01601,1.205138,Loamy,1017.0,20.5,6312.77,1.339460333543229,0,9909.451034668908,Mixed,Ugenya,dry,82.0,fair,Beans
6.191077,0.110579,8.683701,96.630967,1.379064,Sandy,342.0,20.7,6280.28,1.2643521677570433,1,9808.064671797743,Mixed,Ugenya,dry,84.0,fair,Beans
6.19029,0.07989,7.183948,84.901067,1.667204,Loamy,576.0,20.5,6093.08,0.8727374150299226,0,9310.405103612931,Mixed,Ugenya,dry,84.0,fair,Beans
6.392244,0.101424,7.29105,104.797012,2.015734,Sandy,513.0,20.8,5952.69,1.5317280204639558,0,8621.97112703654,Mixed,Ugenya,dry,81.0,fair,Beans
5.943058,0.103103,9.349223,69.291999,1.374581,Sandy,585.0,21.2,6210.85,1.194862176064925,0,10147.134577027206,Mixed,Ugenya,dry,78.0,fair,Beans
6.078643,0.080366,8.647598,95.05078,1.550587,Sandy,477.0,21.4,5942.99,3.041138199388114,0,18626.794529351013,Commercial,Ugenya,dry,78.0,fair,Beans
5.795629,0.098528,7.074846,85.22559,1.467548,Loamy,846.0,21.1,6354.24,0.6314703911333313,0,4853.5551255892815,Subsistence,Ugenya,dry,81.0,fair,Groundnuts
5.759827,0.083006,8.101279,104.088113,1.315396,Sandy,81.0,21.2,6362.39,0.950050377514958,1,11106.161522521332,Mixed,Ugenya,dry,75.0,fair,Groundnuts
5.987758,0.111127,8.930892,103.01413,1.46418,Sandy,1305.0,20.2,5931.11,0.917182668088915,0,9777.70350200091,Mixed,Ugenya,dry,85.0,fair,Beans
