date,sub_county,season,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,soil_moisture_0_to_7cm_mean,soil_temperature_0_to_7cm_mean,soil_type,soil_ph_avg,organic_matter_avg,market_retail_avg,market_signal,target_crop,yield_kg_per_ha
2021-11-05,Gem,short_rains,20.4,11.0,80,0.413,22.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-06,Gem,short_rains,21.7,0.7,76,0.435,23.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-07,Gem,short_rains,21.2,8.3,75,0.43,23.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-08,Gem,short_rains,22.6,0.0,62,0.404,23.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-09,Gem,short_rains,22.7,0.1,58,0.369,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-10,Gem,short_rains,21.9,1.0,64,0.348,23.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-11,Gem,short_rains,22.4,0.0,60,0.361,23.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-12,Gem,short_rains,22.3,0.0,64,0.344,23.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-13,Gem,short_rains,22.8,0.0,60,0.326,24.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-14,Gem,short_rains,23.2,0.0,56,0.309,24.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-15,Gem,short_rains,23.0,0.0,56,0.296,25.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-16,Gem,short_rains,22.1,3.3,69,0.306,24.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-17,Gem,short_rains,22.5,0.0,64,0.298,24.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-18,Gem,short_rains,21.6,0.2,73,0.288,24.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-19,Gem,short_rains,21.2,3.0,77,0.293,24.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-20,Gem,short_rains,22.3,3.5,69,0.3,24.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-21,Gem,short_rains,22.3,20.9,63,0.352,24.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-22,Gem,short_rains,21.1,0.6,69,0.345,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-23,Gem,short_rains,22.0,0.0,69,0.325,24.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-24,Gem,short_rains,22.0,0.1,71,0.31,24.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-25,Gem,short_rains,21.1,11.3,79,0.376,23.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-26,Gem,short_rains,20.1,10.6,85,0.434,22.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-27,Gem,short_rains,19.2,11.6,88,0.47,21.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-28,Gem,short_rains,20.6,4.4,75,0.434,21.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-29,Gem,short_rains,20.6,6.3,76,0.417,22.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-11-30,Gem,short_rains,21.4,10.0,70,0.41,22.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-01,Gem,short_rains,21.2,0.0,78,0.382,23.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-02,Gem,short_rains,21.1,3.9,79,0.374,23.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-03,Gem,short_rains,21.2,7.8,73,0.412,23.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-04,Gem,short_rains,21.3,0.2,70,0.434,22.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-05,Gem,short_rains,22.0,0.0,62,0.404,23.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-06,Gem,short_rains,21.8,0.0,62,0.377,23.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-07,Gem,short_rains,21.8,0.6,71,0.356,23.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-08,Gem,short_rains,21.9,0.7,75,0.342,23.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-09,Gem,short_rains,21.6,0.7,75,0.333,23.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-10,Gem,short_rains,22.7,0.2,68,0.318,24.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-11,Gem,short_rains,23.0,0.0,58,0.308,24.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-12,Gem,short_rains,23.2,0.0,45,0.293,24.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-13,Gem,short_rains,22.3,0.1,58,0.284,24.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-14,Gem,short_rains,22.1,1.0,69,0.291,24.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-15,Gem,short_rains,21.8,1.2,71,0.356,23.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-16,Gem,short_rains,22.1,0.1,73,0.414,23.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-17,Gem,short_rains,21.8,1.6,63,0.377,23.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-18,Gem,short_rains,21.9,3.2,70,0.355,23.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-19,Gem,short_rains,20.8,5.6,82,0.372,23.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-20,Gem,short_rains,20.8,5.3,78,0.443,22.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-21,Gem,short_rains,22.2,12.1,65,0.427,23.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-22,Gem,short_rains,22.0,3.6,69,0.401,23.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-23,Gem,short_rains,22.3,1.4,71,0.386,24.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-24,Gem,short_rains,21.7,0.1,75,0.411,23.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-25,Gem,short_rains,21.3,24.5,76,0.405,23.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-26,Gem,short_rains,20.6,3.8,82,0.424,23.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-27,Gem,short_rains,21.6,0.0,69,0.389,23.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-28,Gem,short_rains,21.2,0.3,69,0.359,23.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-29,Gem,short_rains,22.1,2.9,74,0.353,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-30,Gem,short_rains,21.7,8.7,74,0.424,23.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2021-12-31,Gem,short_rains,20.5,6.4,79,0.43,22.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-01,Gem,dry,19.6,14.8,83,0.445,22.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-02,Gem,dry,21.1,0.0,75,0.39,23.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-03,Gem,dry,20.7,2.9,81,0.388,23.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-04,Gem,dry,20.8,0.7,75,0.378,23.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-05,Gem,dry,21.3,0.1,69,0.355,23.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-06,Gem,dry,21.6,0.1,64,0.335,23.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-07,Gem,dry,22.5,0.0,66,0.318,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-08,Gem,dry,22.7,0.0,58,0.302,24.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-09,Gem,dry,24.0,0.0,43,0.292,25.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-10,Gem,dry,24.1,0.0,41,0.281,25.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-11,Gem,dry,23.3,0.0,48,0.275,25.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-12,Gem,dry,24.9,0.0,32,0.271,26.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-13,Gem,dry,24.3,0.0,30,0.268,26.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-14,Gem,dry,22.6,0.3,46,0.269,25.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-15,Gem,dry,20.6,4.9,77,0.413,23.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-16,Gem,dry,20.3,6.0,79,0.429,22.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-17,Gem,dry,17.7,39.5,89,0.495,20.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-18,Gem,dry,18.6,4.0,78,0.484,19.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-19,Gem,dry,18.8,4.8,86,0.472,20.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-20,Gem,dry,19.9,0.0,74,0.459,21.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-21,Gem,dry,20.2,0.2,78,0.431,22.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-22,Gem,dry,20.4,0.2,76,0.415,22.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-23,Gem,dry,20.6,0.5,72,0.4,22.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-24,Gem,dry,21.2,0.0,68,0.386,22.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-25,Gem,dry,21.6,0.1,62,0.365,23.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-26,Gem,dry,22.2,0.0,56,0.35,23.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-27,Gem,dry,22.5,0.0,55,0.332,23.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-28,Gem,dry,22.4,0.5,63,0.315,24.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-29,Gem,dry,22.6,0.8,61,0.309,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-30,Gem,dry,22.4,0.8,70,0.311,24.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-01-31,Gem,dry,19.3,3.5,87,0.411,21.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-01,Gem,dry,20.1,9.0,82,0.449,22.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-02,Gem,dry,21.0,3.7,78,0.462,22.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-03,Gem,dry,21.1,0.6,80,0.442,22.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-04,Gem,dry,21.2,1.8,78,0.414,23.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-05,Gem,dry,19.6,3.4,83,0.398,21.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-06,Gem,dry,20.4,0.4,75,0.405,22.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-07,Gem,dry,20.0,2.0,79,0.398,22.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-08,Gem,dry,21.2,0.0,70,0.378,22.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-09,Gem,dry,20.3,3.8,80,0.377,22.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-10,Gem,dry,21.2,0.8,75,0.367,23.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-11,Gem,dry,21.2,2.5,76,0.355,23.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-12,Gem,dry,20.4,18.0,82,0.433,22.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-13,Gem,dry,21.0,0.4,75,0.433,22.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-14,Gem,dry,20.6,1.7,81,0.412,22.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-15,Gem,dry,20.8,0.7,76,0.409,22.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-16,Gem,dry,20.7,0.6,79,0.409,22.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-17,Gem,dry,21.2,1.2,75,0.406,22.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-18,Gem,dry,20.8,1.1,78,0.397,22.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-19,Gem,dry,21.0,1.9,79,0.405,23.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-20,Gem,dry,21.0,1.9,81,0.393,23.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-21,Gem,dry,19.4,11.1,84,0.454,21.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-22,Gem,dry,20.9,3.2,74,0.455,22.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-23,Gem,dry,21.0,3.5,74,0.456,21.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-24,Gem,dry,20.1,15.2,81,0.474,21.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-25,Gem,dry,20.3,0.1,77,0.471,21.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-26,Gem,dry,20.8,2.6,77,0.478,22.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-27,Gem,dry,21.8,0.0,74,0.453,23.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-02-28,Gem,dry,22.0,0.1,75,0.422,23.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-01,Gem,long_rains,21.6,1.0,75,0.405,23.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-02,Gem,long_rains,22.2,0.0,67,0.378,23.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-03,Gem,long_rains,20.8,0.1,77,0.361,23.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-04,Gem,long_rains,22.3,0.0,65,0.348,23.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-05,Gem,long_rains,23.4,0.0,52,0.325,24.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-06,Gem,long_rains,22.6,0.5,61,0.309,24.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-07,Gem,long_rains,22.9,0.0,67,0.3,25.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-08,Gem,long_rains,23.0,0.1,69,0.297,25.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-09,Gem,long_rains,22.3,0.5,74,0.301,25.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-10,Gem,long_rains,23.0,0.0,68,0.326,25.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-11,Gem,long_rains,22.8,0.0,69,0.326,25.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-12,Gem,long_rains,23.6,0.0,63,0.316,25.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-13,Gem,long_rains,21.9,3.2,77,0.318,24.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-14,Gem,long_rains,21.6,0.3,74,0.321,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-15,Gem,long_rains,21.7,0.0,72,0.322,24.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-16,Gem,long_rains,22.2,2.8,75,0.316,24.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-17,Gem,long_rains,20.8,8.8,76,0.36,23.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-18,Gem,long_rains,21.0,1.0,73,0.336,23.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-19,Gem,long_rains,22.0,0.3,70,0.331,24.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-20,Gem,long_rains,22.8,0.0,67,0.314,25.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-21,Gem,long_rains,23.2,2.7,67,0.304,25.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-22,Gem,long_rains,21.4,13.5,79,0.342,24.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-23,Gem,long_rains,20.7,9.7,81,0.432,23.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-24,Gem,long_rains,20.8,11.5,81,0.44,23.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-25,Gem,long_rains,21.5,0.3,75,0.408,23.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-26,Gem,long_rains,21.5,3.5,74,0.373,23.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-27,Gem,long_rains,21.8,0.6,77,0.384,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-28,Gem,long_rains,21.6,3.2,77,0.397,24.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-29,Gem,long_rains,21.0,14.7,78,0.441,23.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-30,Gem,long_rains,19.9,8.9,86,0.475,22.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-03-31,Gem,long_rains,21.4,0.3,77,0.441,22.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-01,Gem,long_rains,22.3,0.0,70,0.407,23.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-02,Gem,long_rains,22.7,0.1,61,0.384,23.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-03,Gem,long_rains,22.9,0.0,59,0.36,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-04,Gem,long_rains,22.0,0.4,65,0.337,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-05,Gem,long_rains,21.6,2.8,77,0.329,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-06,Gem,long_rains,22.5,0.1,72,0.314,24.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-07,Gem,long_rains,21.5,0.2,73,0.32,24.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-08,Gem,long_rains,21.7,0.0,74,0.326,24.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-09,Gem,long_rains,23.2,0.0,66,0.316,24.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-10,Gem,long_rains,23.7,0.0,63,0.302,25.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-11,Gem,long_rains,22.7,1.1,65,0.296,25.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-12,Gem,long_rains,21.4,1.7,73,0.33,23.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-13,Gem,long_rains,21.4,4.9,75,0.355,23.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-14,Gem,long_rains,22.2,25.9,74,0.389,24.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-15,Gem,long_rains,20.8,24.0,85,0.422,22.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-16,Gem,long_rains,19.7,9.7,83,0.459,21.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-17,Gem,long_rains,20.2,6.2,84,0.437,21.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-18,Gem,long_rains,21.2,2.1,77,0.431,22.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-19,Gem,long_rains,21.2,4.2,79,0.422,22.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-20,Gem,long_rains,19.9,22.3,86,0.456,22.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-21,Gem,long_rains,20.0,33.9,85,0.466,21.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-22,Gem,long_rains,20.0,7.7,84,0.47,21.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-23,Gem,long_rains,20.4,15.1,83,0.441,22.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-24,Gem,long_rains,19.9,12.6,88,0.487,21.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-25,Gem,long_rains,19.5,34.4,89,0.498,21.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-26,Gem,long_rains,19.7,19.9,85,0.498,21.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-27,Gem,long_rains,19.5,12.2,86,0.493,21.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-28,Gem,long_rains,19.4,17.2,86,0.501,20.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-29,Gem,long_rains,19.7,23.6,87,0.503,21.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-04-30,Gem,long_rains,20.0,2.7,85,0.489,21.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-01,Gem,long_rains,19.3,25.1,87,0.503,21.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-02,Gem,long_rains,19.4,25.7,86,0.503,21.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-03,Gem,long_rains,19.6,6.9,85,0.498,21.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-04,Gem,long_rains,19.7,17.1,86,0.493,21.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-05,Gem,long_rains,20.5,0.8,82,0.487,21.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-06,Gem,long_rains,19.7,15.7,86,0.485,21.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-07,Gem,long_rains,19.6,16.5,86,0.493,21.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-08,Gem,long_rains,19.9,5.1,84,0.488,21.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-09,Gem,long_rains,20.4,1.7,81,0.482,21.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-10,Gem,long_rains,21.1,0.2,79,0.476,22.3,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-11,Gem,long_rains,21.1,0.6,82,0.461,22.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-12,Gem,long_rains,21.0,0.1,80,0.445,22.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-13,Gem,long_rains,21.2,4.0,78,0.45,22.5,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-14,Gem,long_rains,21.8,0.3,77,0.438,22.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-15,Gem,long_rains,21.1,1.6,77,0.435,22.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-16,Gem,long_rains,20.9,0.1,76,0.425,22.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-17,Gem,long_rains,20.5,6.5,79,0.416,22.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-18,Gem,long_rains,20.2,8.0,83,0.473,21.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-19,Gem,long_rains,20.2,5.9,83,0.462,21.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-20,Gem,long_rains,20.3,8.8,80,0.471,21.6,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-21,Gem,long_rains,20.9,0.2,77,0.471,22.2,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-22,Gem,long_rains,20.8,2.1,79,0.45,22.4,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-23,Gem,long_rains,20.4,2.8,82,0.453,22.0,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-24,Gem,long_rains,21.0,0.4,74,0.435,22.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-25,Gem,long_rains,19.1,8.6,86,0.467,20.9,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-26,Gem,long_rains,19.7,3.9,83,0.47,21.1,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-27,Gem,long_rains,19.1,21.5,87,0.496,20.7,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
2022-05-28,Gem,long_rains,19.1,20.9,86,0.5,20.8,sandy-loam,5.9,1.5,66.66666666666667,fair,Beans,900.0
